Degree,Major,Skill1,Skill2,Certification,ExperienceYears,ProjectCount,Internship,ExperienceLevel,JobRole
BCA,Data Science,Java,Deep Learning,AI Specialist,11,6,Yes,Expert,ML Engineer
MBA,IT,SQL,Java,None,8,0,No,Senior,Software Developer
B.Tech,Data Science,Machine Learning,C++,AWS,8,2,Yes,Senior,ML Engineer
BCA,AI,SQL,C++,Cybersecurity,1,0,Yes,Junior,Data Analyst
MBA,Business,SQL,Deep Learning,Data Analytics,3,9,No,Mid,ML Engineer
M.Tech,Electronics,SQL,SQL,Data Analytics,8,2,Yes,Senior,Data Analyst
MCA,Data Science,Java,C++,GCP,14,4,Yes,Expert,Software Developer
M.Tech,Computer Science,Machine Learning,Machine Learning,Azure,13,8,Yes,Expert,ML Engineer
B.Tech,IT,Python,Deep Learning,Azure,12,2,No,Expert,ML Engineer
M.Tech,Computer Science,Python,Machine Learning,AWS,3,9,Yes,Mid,ML Engineer
M.Tech,Data Science,Java,Deep Learning,AI Specialist,7,9,Yes,Senior,ML Engineer
M.Tech,Business,Cloud,Machine Learning,None,9,8,Yes,Senior,ML Engineer
M.Tech,Electronics,Java,SQL,AI Specialist,11,0,No,Expert,Data Analyst
B.Tech,Electronics,Deep Learning,Deep Learning,None,2,5,Yes,Junior,ML Engineer
MBA,Computer Science,SQL,Data Analysis,Cybersecurity,2,8,Yes,Junior,Data Analyst
BCA,AI,Machine Learning,Cloud,None,8,4,Yes,Senior,ML Engineer
MCA,AI,Machine Learning,Java,AWS,10,9,Yes,Senior,ML Engineer
BCA,Business,C++,SQL,GCP,9,1,Yes,Senior,Data Analyst
BCA,Electronics,C++,Machine Learning,GCP,7,4,Yes,Senior,ML Engineer
MCA,Computer Science,Data Analysis,Data Analysis,Azure,0,0,Yes,Fresher,Data Analyst
B.Tech,Computer Science,Python,Deep Learning,GCP,9,8,Yes,Senior,ML Engineer
MCA,Computer Science,C++,SQL,Cybersecurity,13,9,Yes,Expert,Data Analyst
B.Tech,Data Science,C++,Machine Learning,Data Analytics,1,9,Yes,Junior,ML Engineer
BCA,Business,Python,Python,GCP,2,8,Yes,Junior,Business Analyst
B.Tech,AI,Deep Learning,Python,AWS,13,5,Yes,Expert,Data Scientist
MBA,AI,Cloud,C++,Cybersecurity,10,8,Yes,Senior,Security Analyst
MCA,Data Science,Python,Java,GCP,1,2,Yes,Junior,Data Scientist
MBA,IT,Cloud,Python,AI Specialist,2,3,Yes,Junior,Data Analyst
BCA,Data Science,Data Analysis,Cloud,None,7,5,Yes,Senior,Data Analyst
MCA,Business,C++,Machine Learning,GCP,10,3,Yes,Senior,ML Engineer
BCA,Computer Science,Machine Learning,SQL,AI Specialist,10,0,Yes,Senior,ML Engineer
MBA,Data Science,C++,Deep Learning,Cybersecurity,11,6,No,Expert,ML Engineer
BCA,Computer Science,SQL,SQL,GCP,13,4,Yes,Expert,Data Analyst
MCA,Business,Data Analysis,C++,AI Specialist,5,7,No,Mid,Data Analyst
MCA,Business,Cloud,Data Analysis,Data Analytics,14,8,Yes,Expert,Data Analyst
BCA,Electronics,Cloud,SQL,Azure,13,4,Yes,Expert,Data Analyst
MCA,Computer Science,SQL,Python,Cybersecurity,6,7,No,Senior,Data Analyst
MCA,AI,SQL,SQL,AI Specialist,9,0,Yes,Senior,Data Analyst
BCA,Data Science,Deep Learning,Python,AWS,14,0,Yes,Expert,Data Scientist
MBA,Business,Java,Python,GCP,14,6,No,Expert,Business Analyst
MCA,Computer Science,SQL,Java,AI Specialist,12,5,Yes,Expert,Software Developer
MCA,IT,Cloud,C++,None,9,4,Yes,Senior,Software Developer
MCA,Electronics,Machine Learning,Cloud,AI Specialist,5,4,Yes,Mid,ML Engineer
MCA,IT,Cloud,Cloud,AI Specialist,0,8,No,Fresher,Data Analyst
BCA,Business,Cloud,Machine Learning,None,10,0,No,Senior,ML Engineer
MBA,IT,Deep Learning,Cloud,Azure,2,7,Yes,Junior,ML Engineer
MBA,IT,Java,Python,None,12,1,Yes,Expert,Software Developer
B.Tech,Electronics,Java,Deep Learning,None,0,6,No,Fresher,ML Engineer
MCA,Electronics,SQL,C++,AWS,11,5,Yes,Expert,Data Analyst
MCA,Electronics,Data Analysis,Machine Learning,None,14,9,Yes,Expert,ML Engineer
B.Tech,Electronics,C++,Cloud,AWS,9,1,Yes,Senior,Cloud Engineer
MBA,IT,Cloud,Cloud,Data Analytics,11,2,Yes,Expert,Data Analyst
M.Tech,AI,Python,Deep Learning,None,8,3,Yes,Senior,Data Scientist
M.Tech,AI,C++,SQL,Azure,12,6,No,Expert,Data Analyst
MBA,Electronics,C++,C++,None,8,7,No,Senior,Security Analyst
MCA,Data Science,Java,Deep Learning,AI Specialist,4,1,Yes,Mid,ML Engineer
M.Tech,Computer Science,Java,Cloud,Cybersecurity,3,7,Yes,Mid,Software Developer
BCA,Business,Deep Learning,C++,Azure,11,8,Yes,Expert,ML Engineer
BCA,Data Science,Deep Learning,C++,None,8,6,Yes,Senior,ML Engineer
B.Tech,Business,Java,Cloud,Azure,8,0,Yes,Senior,Cloud Engineer
MBA,Data Science,Machine Learning,SQL,AWS,14,5,Yes,Expert,ML Engineer
MBA,Data Science,Machine Learning,SQL,Data Analytics,2,7,Yes,Junior,ML Engineer
M.Tech,AI,Python,Cloud,Data Analytics,4,4,Yes,Mid,Data Scientist
MCA,Computer Science,Java,C++,Azure,2,1,Yes,Junior,Software Developer
MBA,Data Science,SQL,Deep Learning,Azure,9,4,Yes,Senior,ML Engineer
M.Tech,Electronics,Deep Learning,Java,None,1,7,Yes,Junior,ML Engineer
M.Tech,Business,Java,Python,GCP,0,1,Yes,Fresher,Business Analyst
MBA,AI,Machine Learning,SQL,AI Specialist,11,0,No,Expert,ML Engineer
M.Tech,Business,Java,Cloud,AWS,9,3,No,Senior,Cloud Engineer
B.Tech,Electronics,Machine Learning,Data Analysis,AI Specialist,1,3,Yes,Junior,ML Engineer
B.Tech,Electronics,Java,Java,Cybersecurity,7,8,Yes,Senior,Security Analyst
MBA,Data Science,Cloud,SQL,Cybersecurity,10,2,Yes,Senior,Data Analyst
MCA,Electronics,SQL,Data Analysis,Data Analytics,7,3,Yes,Senior,Data Analyst
B.Tech,Computer Science,Data Analysis,C++,AWS,2,2,Yes,Junior,Data Analyst
B.Tech,Electronics,Python,Cloud,AI Specialist,6,1,No,Senior,Security Analyst
MBA,Data Science,Cloud,Java,Data Analytics,6,3,Yes,Senior,Software Developer
BCA,Business,SQL,Cloud,Cybersecurity,1,7,Yes,Junior,Data Analyst
M.Tech,Electronics,Machine Learning,Deep Learning,Azure,8,0,Yes,Senior,ML Engineer
B.Tech,AI,Deep Learning,Deep Learning,AWS,2,7,Yes,Junior,ML Engineer
BCA,AI,Deep Learning,Machine Learning,AWS,1,7,Yes,Junior,ML Engineer
MCA,AI,C++,Python,AI Specialist,11,2,Yes,Expert,Data Scientist
BCA,Business,SQL,Python,None,2,9,Yes,Junior,Data Analyst
MBA,IT,Java,SQL,GCP,1,9,Yes,Junior,Software Developer
MCA,AI,Python,Python,AI Specialist,14,5,No,Expert,Data Scientist
MCA,AI,Java,Cloud,Azure,7,3,Yes,Senior,Cloud Engineer
BCA,IT,Java,Cloud,None,4,0,Yes,Mid,Software Developer
MBA,Business,SQL,Machine Learning,None,2,0,Yes,Junior,ML Engineer
B.Tech,AI,Data Analysis,Data Analysis,None,4,4,Yes,Mid,Data Analyst
BCA,Data Science,Python,Deep Learning,Azure,10,7,Yes,Senior,Data Scientist
B.Tech,Business,C++,Data Analysis,Data Analytics,10,0,Yes,Senior,Data Analyst
BCA,AI,Cloud,Data Analysis,AWS,7,1,Yes,Senior,Data Analyst
B.Tech,AI,Java,Java,Data Analytics,6,6,Yes,Senior,Software Developer
BCA,IT,Python,Java,Azure,5,7,Yes,Mid,Software Developer
MCA,Data Science,C++,Deep Learning,GCP,13,2,Yes,Expert,ML Engineer
M.Tech,Business,Cloud,C++,AWS,12,7,Yes,Expert,Cloud Engineer
MCA,Electronics,Java,Deep Learning,Azure,0,0,Yes,Fresher,ML Engineer
B.Tech,Computer Science,Python,Java,GCP,9,8,Yes,Senior,Software Developer
MBA,Data Science,Cloud,Data Analysis,AI Specialist,0,1,Yes,Fresher,Data Analyst
MCA,Electronics,SQL,SQL,Cybersecurity,0,1,Yes,Fresher,Data Analyst
M.Tech,Data Science,Data Analysis,Machine Learning,None,13,3,Yes,Expert,ML Engineer
B.Tech,Electronics,Deep Learning,Data Analysis,Azure,9,9,No,Senior,ML Engineer
MCA,Electronics,Deep Learning,Deep Learning,Cybersecurity,13,2,Yes,Expert,ML Engineer
BCA,Data Science,Java,C++,Data Analytics,7,3,No,Senior,AI Engineer
MBA,IT,Java,Data Analysis,Cybersecurity,7,5,Yes,Senior,Software Developer
B.Tech,Data Science,Cloud,SQL,Azure,13,6,Yes,Expert,Data Analyst
MCA,Data Science,Python,Deep Learning,Cybersecurity,6,4,Yes,Senior,Data Scientist
B.Tech,Electronics,Deep Learning,SQL,None,5,1,Yes,Mid,ML Engineer
BCA,Computer Science,Java,Data Analysis,AWS,3,2,Yes,Mid,Software Developer
M.Tech,Electronics,C++,Deep Learning,Azure,0,9,Yes,Fresher,ML Engineer
MCA,AI,Java,SQL,GCP,14,2,No,Expert,Data Analyst
B.Tech,Data Science,Deep Learning,Cloud,Cybersecurity,14,4,Yes,Expert,ML Engineer
B.Tech,Business,Machine Learning,Python,AWS,8,4,Yes,Senior,ML Engineer
B.Tech,Data Science,Data Analysis,SQL,None,14,3,No,Expert,Data Analyst
M.Tech,IT,Deep Learning,Cloud,Data Analytics,0,7,No,Fresher,ML Engineer
B.Tech,Business,C++,Data Analysis,Data Analytics,3,5,Yes,Mid,Data Analyst
MBA,Electronics,Python,Python,None,2,5,Yes,Junior,Security Analyst
MBA,IT,C++,Java,Cybersecurity,6,0,Yes,Senior,Software Developer
B.Tech,Data Science,Machine Learning,Python,Data Analytics,4,5,Yes,Mid,Data Scientist
MBA,Electronics,Machine Learning,SQL,GCP,4,2,Yes,Mid,ML Engineer
MCA,Electronics,Java,Machine Learning,Azure,3,5,Yes,Mid,ML Engineer
MBA,AI,Java,Machine Learning,AWS,0,9,Yes,Fresher,ML Engineer
B.Tech,AI,Deep Learning,Java,AI Specialist,4,5,No,Mid,ML Engineer
BCA,Computer Science,SQL,SQL,Cybersecurity,3,1,No,Mid,Data Analyst
MCA,AI,Data Analysis,Python,Data Analytics,13,0,Yes,Expert,Data Scientist
M.Tech,Business,C++,Machine Learning,Azure,9,2,Yes,Senior,ML Engineer
B.Tech,Electronics,Deep Learning,Deep Learning,AI Specialist,12,4,Yes,Expert,ML Engineer
M.Tech,AI,SQL,C++,GCP,7,3,Yes,Senior,Data Analyst
BCA,Computer Science,Deep Learning,SQL,Data Analytics,1,6,Yes,Junior,ML Engineer
M.Tech,Data Science,Data Analysis,Cloud,Data Analytics,7,3,No,Senior,Data Analyst
B.Tech,Business,Data Analysis,Cloud,AWS,0,7,Yes,Fresher,Data Analyst
B.Tech,AI,Machine Learning,Deep Learning,GCP,12,6,Yes,Expert,ML Engineer
BCA,Electronics,Java,Deep Learning,GCP,3,9,Yes,Mid,ML Engineer
B.Tech,Data Science,Java,SQL,Cybersecurity,2,8,No,Junior,Data Analyst
BCA,Electronics,Data Analysis,C++,AI Specialist,4,0,No,Mid,Data Analyst
BCA,Data Science,Deep Learning,Machine Learning,AWS,12,4,No,Expert,ML Engineer
B.Tech,Business,Data Analysis,C++,Cybersecurity,4,3,Yes,Mid,Data Analyst
MBA,Electronics,Java,Java,AWS,4,5,Yes,Mid,Security Analyst
BCA,AI,Python,Python,GCP,11,0,Yes,Expert,Data Scientist
B.Tech,AI,Deep Learning,Python,AWS,3,5,Yes,Mid,Data Scientist
MBA,Computer Science,Machine Learning,Deep Learning,AWS,7,0,No,Senior,ML Engineer
BCA,Data Science,Cloud,Machine Learning,AWS,2,0,Yes,Junior,ML Engineer
MBA,Computer Science,Deep Learning,C++,Azure,11,7,Yes,Expert,ML Engineer
MCA,IT,Deep Learning,Deep Learning,Azure,3,1,Yes,Mid,ML Engineer
MCA,AI,Java,SQL,AI Specialist,0,9,Yes,Fresher,Data Analyst
MBA,Data Science,Machine Learning,Deep Learning,AI Specialist,6,5,Yes,Senior,ML Engineer
BCA,Business,Deep Learning,SQL,None,0,5,Yes,Fresher,ML Engineer
B.Tech,Computer Science,Java,SQL,GCP,14,5,Yes,Expert,Software Developer
M.Tech,Business,Data Analysis,Java,AWS,1,7,Yes,Junior,Data Analyst
B.Tech,Business,C++,Java,GCP,10,3,No,Senior,Business Analyst
M.Tech,Business,Machine Learning,SQL,Azure,6,2,Yes,Senior,ML Engineer
M.Tech,Computer Science,SQL,Data Analysis,AWS,0,5,Yes,Fresher,Data Analyst
BCA,IT,Python,Machine Learning,Cybersecurity,10,3,Yes,Senior,ML Engineer
MBA,Computer Science,SQL,Java,Azure,2,1,Yes,Junior,Software Developer
B.Tech,Electronics,Cloud,Java,Azure,12,5,No,Expert,Cloud Engineer
MBA,AI,Data Analysis,Python,Azure,5,9,Yes,Mid,Data Scientist
MCA,Computer Science,Machine Learning,Deep Learning,None,5,4,Yes,Mid,ML Engineer
BCA,Computer Science,Deep Learning,Python,AWS,5,8,No,Mid,ML Engineer
BCA,IT,Java,Machine Learning,AI Specialist,10,5,No,Senior,ML Engineer
MCA,Electronics,Cloud,Java,Data Analytics,12,2,Yes,Expert,Security Analyst
B.Tech,Computer Science,Machine Learning,Cloud,Cybersecurity,1,4,Yes,Junior,ML Engineer
MCA,AI,Python,Data Analysis,Cybersecurity,1,9,Yes,Junior,Data Scientist
B.Tech,AI,Machine Learning,Java,GCP,5,7,No,Mid,ML Engineer
M.Tech,Computer Science,Cloud,C++,AWS,9,8,Yes,Senior,Cloud Engineer
BCA,Business,Java,Machine Learning,AI Specialist,4,7,Yes,Mid,ML Engineer
B.Tech,Business,SQL,Cloud,Azure,13,2,Yes,Expert,Data Analyst
MBA,Electronics,C++,Deep Learning,Data Analytics,6,8,Yes,Senior,ML Engineer
MBA,AI,SQL,Deep Learning,AWS,6,2,No,Senior,ML Engineer
BCA,Business,Java,Cloud,AWS,4,7,No,Mid,Cloud Engineer
MCA,AI,Cloud,Deep Learning,None,7,9,Yes,Senior,ML Engineer
MCA,Electronics,Java,Data Analysis,AI Specialist,9,8,Yes,Senior,Data Analyst
B.Tech,Electronics,Data Analysis,Cloud,Data Analytics,5,6,Yes,Mid,Data Analyst
MCA,Business,Python,Machine Learning,Azure,14,3,No,Expert,ML Engineer
BCA,Computer Science,Machine Learning,Cloud,AWS,4,9,No,Mid,ML Engineer
B.Tech,Data Science,Data Analysis,Cloud,Cybersecurity,3,8,No,Mid,Data Analyst
M.Tech,IT,Machine Learning,C++,Cybersecurity,6,2,No,Senior,ML Engineer
MCA,Data Science,SQL,C++,Data Analytics,3,2,Yes,Mid,Data Analyst
MCA,Data Science,Cloud,Python,Azure,4,1,No,Mid,Data Scientist
B.Tech,AI,C++,Machine Learning,Data Analytics,4,9,Yes,Mid,ML Engineer
MBA,Electronics,C++,Machine Learning,AWS,0,2,Yes,Fresher,ML Engineer
MCA,AI,Python,C++,None,14,0,Yes,Expert,Data Scientist
BCA,Business,Java,SQL,None,0,3,Yes,Fresher,Data Analyst
MCA,IT,Python,SQL,Cybersecurity,2,7,No,Junior,Data Analyst
M.Tech,Business,Machine Learning,Python,None,14,4,Yes,Expert,ML Engineer
MCA,Computer Science,Deep Learning,Data Analysis,GCP,13,1,No,Expert,ML Engineer
MBA,IT,Deep Learning,SQL,Data Analytics,10,2,Yes,Senior,ML Engineer
MCA,AI,Deep Learning,SQL,None,2,0,Yes,Junior,ML Engineer
B.Tech,AI,Java,SQL,GCP,1,1,Yes,Junior,Data Analyst
MCA,Business,Python,Data Analysis,GCP,11,0,Yes,Expert,Data Analyst
MBA,AI,Data Analysis,Java,AI Specialist,1,1,Yes,Junior,Data Analyst
B.Tech,AI,Cloud,Python,Cybersecurity,5,2,Yes,Mid,Data Scientist
BCA,Data Science,SQL,C++,Data Analytics,12,0,No,Expert,Data Analyst
B.Tech,Computer Science,Machine Learning,SQL,GCP,0,8,Yes,Fresher,ML Engineer
M.Tech,Data Science,Deep Learning,Deep Learning,AWS,5,9,Yes,Mid,ML Engineer
B.Tech,AI,Cloud,Cloud,None,4,4,No,Mid,AI Engineer
BCA,Electronics,C++,Java,AI Specialist,5,7,Yes,Mid,Security Analyst
MCA,Data Science,Data Analysis,Data Analysis,Azure,4,4,Yes,Mid,Data Analyst
B.Tech,AI,Python,Data Analysis,None,6,7,Yes,Senior,Data Scientist
B.Tech,AI,Machine Learning,Data Analysis,None,0,6,Yes,Fresher,ML Engineer
B.Tech,Computer Science,Machine Learning,SQL,None,12,3,Yes,Expert,ML Engineer
B.Tech,Business,C++,Cloud,AI Specialist,2,6,Yes,Junior,Business Analyst
BCA,IT,Data Analysis,Cloud,Azure,5,5,Yes,Mid,Data Analyst
MBA,Data Science,C++,Java,Cybersecurity,0,2,Yes,Fresher,Security Analyst
MBA,Data Science,C++,Python,Data Analytics,12,8,Yes,Expert,Data Scientist
B.Tech,Data Science,Deep Learning,Data Analysis,Data Analytics,10,9,Yes,Senior,ML Engineer
BCA,AI,Data Analysis,Deep Learning,Azure,10,8,No,Senior,ML Engineer
BCA,Computer Science,Deep Learning,Deep Learning,None,6,4,Yes,Senior,ML Engineer
B.Tech,AI,Python,Deep Learning,AWS,3,7,Yes,Mid,Data Scientist
M.Tech,AI,C++,Data Analysis,Azure,2,6,No,Junior,Data Analyst
B.Tech,Business,SQL,SQL,Azure,9,8,No,Senior,Data Analyst
M.Tech,Electronics,Machine Learning,Java,Data Analytics,8,6,No,Senior,ML Engineer
B.Tech,Computer Science,Data Analysis,Data Analysis,GCP,0,3,No,Fresher,Data Analyst
M.Tech,Data Science,C++,Deep Learning,AWS,7,3,Yes,Senior,ML Engineer
M.Tech,IT,Data Analysis,Cloud,Data Analytics,0,7,Yes,Fresher,Data Analyst
B.Tech,Data Science,Machine Learning,Data Analysis,AI Specialist,12,5,Yes,Expert,ML Engineer
M.Tech,AI,Java,Cloud,Azure,13,8,Yes,Expert,Cloud Engineer
MCA,Computer Science,Cloud,Machine Learning,GCP,4,9,Yes,Mid,ML Engineer
MBA,Computer Science,Java,Data Analysis,AWS,9,6,Yes,Senior,Software Developer
BCA,Computer Science,C++,Machine Learning,Cybersecurity,7,6,No,Senior,ML Engineer
M.Tech,Electronics,Machine Learning,Java,AWS,5,3,Yes,Mid,ML Engineer
M.Tech,Data Science,Cloud,Data Analysis,AWS,6,2,Yes,Senior,Data Analyst
BCA,Electronics,Java,SQL,None,10,7,Yes,Senior,Data Analyst
M.Tech,Business,C++,SQL,Azure,7,6,Yes,Senior,Data Analyst
BCA,IT,Machine Learning,Python,Azure,12,3,No,Expert,ML Engineer
B.Tech,Business,C++,Python,Cybersecurity,5,3,No,Mid,Security Analyst
MCA,AI,Deep Learning,Deep Learning,Cybersecurity,10,0,No,Senior,ML Engineer
MCA,Electronics,Machine Learning,C++,Cybersecurity,5,6,Yes,Mid,ML Engineer
MBA,Electronics,Java,Cloud,Data Analytics,10,0,No,Senior,Security Analyst
M.Tech,Business,C++,Python,Data Analytics,5,9,Yes,Mid,Business Analyst
MBA,AI,Data Analysis,SQL,Azure,4,9,No,Mid,Data Analyst
B.Tech,Computer Science,Java,Cloud,Azure,7,3,Yes,Senior,Software Developer
MCA,AI,C++,C++,Cybersecurity,12,2,Yes,Expert,Security Analyst
B.Tech,Data Science,Data Analysis,Python,Data Analytics,1,2,No,Junior,Data Scientist
B.Tech,Business,Data Analysis,Java,GCP,6,0,Yes,Senior,Data Analyst
M.Tech,AI,Python,Machine Learning,Data Analytics,14,3,No,Expert,Data Scientist
B.Tech,Computer Science,Data Analysis,Python,Azure,3,0,Yes,Mid,Data Analyst
MCA,AI,Java,Data Analysis,Data Analytics,0,7,No,Fresher,Data Analyst
MBA,Electronics,Java,Python,Azure,12,0,No,Expert,Security Analyst
MCA,IT,SQL,Data Analysis,Cybersecurity,4,5,Yes,Mid,Data Analyst
M.Tech,Electronics,Cloud,Java,None,2,6,Yes,Junior,Security Analyst
MCA,IT,Deep Learning,SQL,Cybersecurity,3,9,Yes,Mid,ML Engineer
BCA,AI,Java,Deep Learning,Cybersecurity,6,1,No,Senior,ML Engineer
MBA,Data Science,Machine Learning,Java,GCP,4,3,Yes,Mid,ML Engineer
BCA,AI,Cloud,Deep Learning,None,13,2,Yes,Expert,ML Engineer
BCA,Computer Science,Data Analysis,Python,GCP,14,8,Yes,Expert,Data Analyst
M.Tech,AI,C++,SQL,Azure,3,6,Yes,Mid,Data Analyst
B.Tech,IT,Python,C++,AWS,0,1,Yes,Fresher,AI Engineer
BCA,Electronics,Machine Learning,Python,AI Specialist,5,5,Yes,Mid,ML Engineer
MCA,Data Science,Cloud,Java,GCP,10,8,No,Senior,Cloud Engineer
B.Tech,AI,Machine Learning,C++,Azure,9,2,Yes,Senior,ML Engineer
MCA,AI,Machine Learning,Machine Learning,None,5,5,Yes,Mid,ML Engineer
MCA,Electronics,Machine Learning,C++,Data Analytics,6,2,Yes,Senior,ML Engineer
B.Tech,Data Science,Cloud,Java,None,0,2,Yes,Fresher,Data Analyst
B.Tech,Business,Python,Cloud,Cybersecurity,13,3,No,Expert,Security Analyst
MCA,AI,Data Analysis,C++,Cybersecurity,3,8,Yes,Mid,Data Analyst
M.Tech,AI,SQL,Java,Cybersecurity,11,7,Yes,Expert,Data Analyst
MBA,Business,Deep Learning,Cloud,Azure,8,0,Yes,Senior,ML Engineer
MBA,IT,Data Analysis,Python,Cybersecurity,14,0,No,Expert,Data Analyst
M.Tech,IT,Java,Cloud,GCP,11,6,No,Expert,Software Developer
B.Tech,Computer Science,Cloud,SQL,Data Analytics,13,2,Yes,Expert,Data Analyst
MCA,Electronics,Machine Learning,Machine Learning,Cybersecurity,9,6,Yes,Senior,ML Engineer
MBA,Data Science,Data Analysis,Cloud,Azure,5,8,Yes,Mid,Data Analyst
MCA,AI,Java,SQL,Data Analytics,1,2,No,Junior,Data Analyst
M.Tech,AI,Cloud,SQL,Cybersecurity,3,2,Yes,Mid,Data Analyst
MCA,Computer Science,Java,SQL,AWS,5,1,No,Mid,Software Developer
M.Tech,AI,Machine Learning,Cloud,Cybersecurity,3,9,No,Mid,ML Engineer
B.Tech,Electronics,SQL,Java,AI Specialist,14,0,No,Expert,Data Analyst
M.Tech,Computer Science,Cloud,Data Analysis,None,9,8,Yes,Senior,Data Analyst
M.Tech,Electronics,Java,Java,GCP,6,5,Yes,Senior,Security Analyst
MBA,Computer Science,C++,Machine Learning,Data Analytics,11,5,No,Expert,ML Engineer
MCA,AI,Java,Java,GCP,12,7,Yes,Expert,Data Analyst
MBA,Computer Science,Deep Learning,Deep Learning,AWS,2,4,Yes,Junior,ML Engineer
BCA,IT,Machine Learning,Java,AWS,5,8,Yes,Mid,ML Engineer
M.Tech,Data Science,Python,Java,AI Specialist,12,4,Yes,Expert,Data Scientist
BCA,AI,Java,Java,GCP,14,1,Yes,Expert,Software Developer
MBA,Business,SQL,Python,Data Analytics,11,5,Yes,Expert,Data Analyst
MCA,Data Science,C++,Machine Learning,AWS,3,8,Yes,Mid,ML Engineer
MBA,AI,C++,Deep Learning,AWS,2,2,Yes,Junior,ML Engineer
MCA,Data Science,Python,Java,Cybersecurity,11,9,Yes,Expert,Data Scientist
MCA,IT,Data Analysis,Data Analysis,AI Specialist,2,3,Yes,Junior,Data Analyst
B.Tech,Data Science,Deep Learning,Machine Learning,None,13,9,Yes,Expert,ML Engineer
M.Tech,Computer Science,Python,C++,Azure,1,7,No,Junior,Software Developer
MBA,Data Science,Deep Learning,Python,None,10,5,No,Senior,Data Scientist
MCA,AI,Java,Cloud,None,2,6,No,Junior,Data Analyst
MBA,Business,Machine Learning,Data Analysis,AWS,12,6,No,Expert,ML Engineer
MBA,Business,SQL,Java,Data Analytics,11,3,Yes,Expert,Data Analyst
MCA,Electronics,C++,Data Analysis,Data Analytics,13,5,Yes,Expert,Data Analyst
BCA,Data Science,Python,Deep Learning,Cybersecurity,9,8,Yes,Senior,Data Scientist
M.Tech,Business,SQL,Python,Data Analytics,0,2,Yes,Fresher,Data Analyst
M.Tech,Data Science,Deep Learning,Deep Learning,Cybersecurity,14,7,Yes,Expert,ML Engineer
B.Tech,Business,Machine Learning,Cloud,AWS,2,6,Yes,Junior,ML Engineer
B.Tech,Data Science,C++,Cloud,AWS,8,3,No,Senior,Cloud Engineer
B.Tech,AI,C++,Data Analysis,None,3,9,Yes,Mid,Data Analyst
M.Tech,Data Science,Deep Learning,Python,AWS,14,2,Yes,Expert,Data Scientist
BCA,AI,Machine Learning,C++,AWS,2,6,No,Junior,ML Engineer
M.Tech,AI,C++,Data Analysis,Azure,7,9,No,Senior,Data Analyst
M.Tech,Electronics,Machine Learning,Machine Learning,AI Specialist,0,8,Yes,Fresher,ML Engineer
M.Tech,Business,C++,Python,None,4,9,No,Mid,Business Analyst
M.Tech,Computer Science,Java,SQL,None,0,2,Yes,Fresher,Software Developer
BCA,AI,Deep Learning,Cloud,AI Specialist,6,9,No,Senior,ML Engineer
B.Tech,Business,Machine Learning,C++,Azure,4,8,Yes,Mid,ML Engineer
MBA,IT,SQL,Data Analysis,AWS,14,7,Yes,Expert,Data Analyst
B.Tech,Data Science,Data Analysis,Cloud,Data Analytics,1,2,No,Junior,Data Analyst
B.Tech,IT,Java,SQL,Cybersecurity,11,7,Yes,Expert,Software Developer
MBA,Data Science,Cloud,C++,None,13,3,Yes,Expert,AI Engineer
M.Tech,Electronics,SQL,Cloud,AI Specialist,0,5,Yes,Fresher,Data Analyst
BCA,AI,Deep Learning,SQL,GCP,10,9,Yes,Senior,ML Engineer
BCA,Computer Science,C++,SQL,Cybersecurity,14,1,No,Expert,Data Analyst
B.Tech,AI,Cloud,Cloud,GCP,6,7,Yes,Senior,Cloud Engineer
MBA,Data Science,SQL,Data Analysis,GCP,11,8,Yes,Expert,Data Analyst
MCA,Computer Science,Java,Cloud,None,0,6,Yes,Fresher,Software Developer
M.Tech,AI,Cloud,Deep Learning,AWS,2,7,Yes,Junior,ML Engineer
B.Tech,Computer Science,Cloud,Python,GCP,10,6,Yes,Senior,Cloud Engineer
BCA,Data Science,Machine Learning,Python,AWS,14,9,Yes,Expert,Data Scientist
MBA,Electronics,Python,C++,Azure,5,3,No,Mid,Security Analyst
MBA,Electronics,SQL,Machine Learning,Data Analytics,14,0,Yes,Expert,ML Engineer
B.Tech,AI,Python,Cloud,GCP,5,2,Yes,Mid,Data Scientist
MCA,IT,Deep Learning,Data Analysis,None,14,6,Yes,Expert,ML Engineer
BCA,Data Science,SQL,Deep Learning,Data Analytics,6,6,Yes,Senior,ML Engineer
B.Tech,AI,SQL,Python,AWS,10,2,Yes,Senior,Data Scientist
MCA,AI,Machine Learning,Python,GCP,13,0,No,Expert,Data Scientist
MBA,Electronics,C++,Data Analysis,Cybersecurity,10,9,No,Senior,Data Analyst
M.Tech,Computer Science,Java,Deep Learning,None,0,8,Yes,Fresher,ML Engineer
BCA,Data Science,Java,Java,Azure,6,5,Yes,Senior,Data Analyst
BCA,Computer Science,Java,Deep Learning,AI Specialist,1,6,No,Junior,ML Engineer
MCA,Business,Data Analysis,Data Analysis,Azure,5,0,Yes,Mid,Data Analyst
B.Tech,Business,Deep Learning,Python,GCP,12,0,Yes,Expert,ML Engineer
MBA,Data Science,Cloud,Machine Learning,None,7,3,No,Senior,ML Engineer
MCA,IT,C++,Java,Azure,12,6,No,Expert,Software Developer
M.Tech,Business,Python,Data Analysis,AI Specialist,4,7,Yes,Mid,Data Analyst
